subject,metric,class,mean_cv_edges,std_cv_edges,mean_cv_ns,std_cv_ns,mean_cv_clust,std_cv_clust
1,PLV,L,0.22527974025047498,0.11780374117247544,0.19485731149101293,0.06908843365423774,0.1802963650518949,0.04560091708480756
1,PLV,R,0.22462192065010478,0.11678514112838713,0.19391604004815233,0.0670569522148311,0.18184426798975784,0.044117273650960694
2,PLV,L,0.2836054653685365,0.15097424661961278,0.21934006708065448,0.09884280190675852,0.20152418609190248,0.06637936274772763
2,PLV,R,0.28886249679596027,0.15203299578972632,0.23005877066923466,0.09926753998133984,0.21243345760412125,0.06658667023201248
5,PLV,L,0.16464998215733842,0.08882762229340027,0.13465311612917272,0.04889822941566794,0.11659659468247925,0.03391844087688718
5,PLV,R,0.16358668298667442,0.08741744792419782,0.13717139807642378,0.04704756743318275,0.1200419253347534,0.03211386817291072
9,PLV,L,0.27388717009150293,0.15562967953680112,0.16760894849094965,0.05668649346452736,0.1612804727952502,0.040982008178301624
9,PLV,R,0.26926571839924424,0.1563732737402385,0.16605541187683262,0.05905695574868597,0.161225767606869,0.04326823126702982
21,PLV,L,0.205697795543614,0.11771324257806057,0.11953441134468963,0.030687826928654884,0.13235479876126624,0.023783571936379498
21,PLV,R,0.20434822686302015,0.11953413198588891,0.1160187587570441,0.02960781080758405,0.12849612713999284,0.023337800315171502
31,PLV,L,0.22181253552048524,0.14163866642700504,0.15108623563023693,0.034164948176353266,0.1565640719354364,0.029368997870038493
31,PLV,R,0.22175516976178464,0.13271201114463388,0.14871676372101678,0.029455476640177565,0.15686589746052576,0.025420820103259613
34,PLV,L,0.2643930925734623,0.1499253820061066,0.14064423666141637,0.043515363108141046,0.15067254686158987,0.029586246401202044
34,PLV,R,0.25731309260348395,0.15436239689314118,0.12737474592178746,0.04216873304989522,0.13556903904180642,0.028945158892873933
39,PLV,L,0.22830856620918105,0.1472417154176016,0.10684674751341663,0.01754557883028199,0.12813052580698608,0.01632164751999084
39,PLV,R,0.23488074209540316,0.14639696695451263,0.11907057156062005,0.02300993418446226,0.13596159554215423,0.02013025289675347
1,ImagPLV,L,9.681269725320659,19.663194727513307,0.4668840465302797,0.04847364433111201,0.2849702293984951,0.023752980583462494
1,ImagPLV,R,15.851699034503818,66.98419008310972,0.45664405217638265,0.04681022223682287,0.28199227403359167,0.02469698093414299
2,ImagPLV,L,30.45826586510147,116.45086319204312,0.46942310787565683,0.08067516522021427,0.27840618137872036,0.028494254903299657
2,ImagPLV,R,30.33759533482687,130.13888081301937,0.4587082206800315,0.08310071911971544,0.28492590576267457,0.02948644395270851
5,ImagPLV,L,18.37385312033076,53.213550328954796,0.581697550231346,0.21947399562911504,0.2855912532148908,0.02101500619758096
5,ImagPLV,R,16.141841845362634,31.596116300743446,0.5866638395001833,0.24498767531171745,0.27838424098418485,0.02513287876949399
9,ImagPLV,L,16.048655319040726,72.65918849515617,0.3767315387731393,0.03951317052621244,0.253141587330501,0.02441153226750913
9,ImagPLV,R,19.784677276692502,177.5139636843918,0.3805024570555188,0.03376117197924563,0.252872432532712,0.02189708045550898
21,ImagPLV,L,5.241802991718575,16.2272632721113,0.4359364781359578,0.05888705864170526,0.3112977117524287,0.0178448044022024
21,ImagPLV,R,4.948877877974042,12.291800801834897,0.4189752350992662,0.04226988414285363,0.30059976213748185,0.012757148757877597
31,ImagPLV,L,14.7111036121901,64.48899630420703,0.453461272101292,0.02121681683982482,0.27607902857990885,0.015432480963423603
31,ImagPLV,R,5.164212502236992,9.97219366407958,0.44124715597828085,0.02089796798176707,0.25972305188725126,0.018221626550207076
34,ImagPLV,L,15.057293508788396,59.02851852152295,0.34606130625094833,0.0322565465629678,0.2408385178421088,0.023155366210073185
34,ImagPLV,R,10.273415308510902,26.20381119514163,0.3511073115106584,0.027135677713761682,0.23382023378793976,0.01481260294031663
39,ImagPLV,L,3.873676440672443,7.056201879040517,0.37774296123726975,0.026160321366620488,0.26393849565729033,0.022134044156353137
39,ImagPLV,R,11.95687182051323,72.50975568823301,0.39661469022798485,0.025319260966694793,0.2613872740268335,0.023739220858546312
1,PLI,L,0.7583712653806466,0.04622366645382724,0.41156188252397347,0.04760695427559983,0.2691889799360843,0.03476869716617846
1,PLI,R,0.7435254910606696,0.04803048448724418,0.38921174144804166,0.052773077280698126,0.2697747255074474,0.03314734469637382
2,PLI,L,0.8122165602213987,0.10027222925256582,0.4313074436345493,0.06844333348590444,0.2752054931067546,0.03762835733561701
2,PLI,R,0.7979166525818565,0.10891595840774897,0.4271807589903335,0.0696792818275505,0.2818499281936743,0.04345567892517262
5,PLI,L,0.8613250362725925,0.1958328679525608,0.5229332164027327,0.21065499786426417,0.2819496425798506,0.03581919468042245
5,PLI,R,0.8942876662618915,0.19941853975260018,0.550678590760475,0.21714253931778194,0.2952376543372887,0.037532184156692405
9,PLI,L,0.7345476072817922,0.04904924448296608,0.35315168602150093,0.037274034461648384,0.2521713106799511,0.028991087542222897
9,PLI,R,0.7395006148837983,0.05162772950488382,0.36260891200279766,0.03130660840328661,0.24939029854518333,0.02159988029983703
21,PLI,L,0.7596687491420347,0.07101109752868714,0.4202773213665272,0.06285836539752757,0.3193738400438933,0.016804541627736196
21,PLI,R,0.7524020480013355,0.07475932148524522,0.3981039143815912,0.0482413211171128,0.30666743547843467,0.015690980981317097
31,PLI,L,0.7649919369588719,0.04175680702151508,0.4251426713782339,0.026527162323600417,0.2823225028472895,0.01687920688033999
31,PLI,R,0.7579318348098367,0.04732862849736254,0.41131535803923125,0.026544403682061207,0.2690635769969846,0.02100652054061336
34,PLI,L,0.7441095972483815,0.0537186906618432,0.32908961832495076,0.03101753516346925,0.25096053000934093,0.022696500137006474
34,PLI,R,0.7415848955805383,0.0486491494709315,0.33323281674831723,0.028029431389554924,0.2492413597485438,0.014690979252752069
39,PLI,L,0.7072692896408381,0.06129803856254932,0.3612937497298134,0.027011973254772958,0.27301553342569546,0.019724888294076696
39,PLI,R,0.7170893768069425,0.0659121171215166,0.37441895267172676,0.023758122687906568,0.2771038469585216,0.021996500115928033
1,wPLI,L,0.7305009227645936,0.0448117460621855,0.42630716991972445,0.045395173403654634,0.28697092850259087,0.03378454582783837
1,wPLI,R,0.7380205705985756,0.0440755536262222,0.42443824691604404,0.054020877253959196,0.285332130080685,0.040083868651938644
2,wPLI,L,0.7899225660856258,0.0675510432324837,0.4521516399356156,0.06105991496697646,0.2982666596236684,0.04214008165299421
2,wPLI,R,0.7949265477365974,0.08028772950040314,0.45653527919812037,0.06998888388203457,0.3026344066113276,0.04932920114341726
5,wPLI,L,0.8300363866254553,0.1680170684466465,0.5183312229828746,0.19028158727127384,0.2640313014586453,0.047941018927634596
5,wPLI,R,0.8556667071008263,0.1502917068645726,0.5313758570605264,0.1830022627659132,0.29805970415986954,0.044476923186766965
9,wPLI,L,0.701081293543766,0.05612573432638465,0.35783065886205184,0.041003624477976286,0.2624072054469443,0.030527405536028944
9,wPLI,R,0.7173229868064064,0.04847950824142593,0.38559361391989294,0.035688864026474774,0.2683141653962931,0.022465263024373402
21,wPLI,L,0.7302369447575074,0.06077156740772262,0.4195317088418901,0.0595042112750084,0.32946422390685337,0.02058942926252128
21,wPLI,R,0.7291974735855533,0.059498178041742796,0.4238697501896617,0.033912021763536165,0.32852317825783783,0.014056430965616241
31,wPLI,L,0.755575665085267,0.04304234539648041,0.4676346170153461,0.03196775190809684,0.30301530925450354,0.01743107714957126
31,wPLI,R,0.715439680660715,0.044312062585220455,0.41826252890180227,0.029538250183221107,0.28922194915158267,0.022726298212952207
34,wPLI,L,0.7179806878705854,0.062212155788701956,0.33816529770141235,0.035640859075101186,0.27682335972978367,0.02531065935516911
34,wPLI,R,0.7230133046809182,0.05297709985864381,0.34630255049434383,0.026496545796249247,0.2730908516695962,0.014819632556457312
39,wPLI,L,0.6787052511057595,0.07777159733700391,0.3666316963732711,0.03278584582706586,0.28501008951647117,0.02337894708478597
39,wPLI,R,0.6860870154503896,0.07953062592769153,0.3772276227411486,0.029520688646878967,0.28224069462503576,0.024576775271333343
1,Coh,L,0.19236234011921016,0.11843669810712473,0.16685329967730497,0.06929650507511205,0.1616123925175826,0.045287779575642
1,Coh,R,0.19372410654506145,0.11711051378973576,0.16831265087102945,0.06721102739862547,0.1635471437186149,0.04390598553353147
2,Coh,L,0.24556222892211427,0.14208622480147132,0.1932608170469036,0.0884003785282635,0.18491887447859026,0.05842147646870746
2,Coh,R,0.2374900377837221,0.14319412192511233,0.1904845422827527,0.09145002230316925,0.184599595232805,0.06067399633083671
5,Coh,L,0.13956831323311106,0.093456613209876,0.11568301341101743,0.05053906243108132,0.10743729485543799,0.03567444788594095
5,Coh,R,0.13839295494081927,0.08756521793400561,0.11923616493492989,0.04487434711923735,0.11160302040281123,0.031139643375745863
9,Coh,L,0.25866447944973864,0.16394968423957848,0.17596301670736614,0.06205556370511052,0.175261349641262,0.04611583607372263
9,Coh,R,0.2604007077052837,0.16840211248565584,0.17964886659506898,0.06402235916411976,0.17753096323205556,0.04793915738802745
21,Coh,L,0.16773192795527647,0.10490407671757426,0.10693404753634883,0.030560306975809796,0.11521507733518539,0.023430652320432142
21,Coh,R,0.17320761351735964,0.11098475206348153,0.11032160497643859,0.029395558875597652,0.1189507236120533,0.023319721919525013
31,Coh,L,0.1960487286744445,0.13392493642121603,0.14728170262058027,0.036482968701934036,0.150849224906133,0.02981855338381023
31,Coh,R,0.1969718204681298,0.1306186972074293,0.14719065963971306,0.0341990592106353,0.15340051950294903,0.028738091002509066
34,Coh,L,0.24630848243931905,0.16275419177014502,0.13489347838460675,0.043092239917411984,0.15004661079014045,0.0316413810443395
34,Coh,R,0.2287996474013493,0.15472247598693006,0.11274097402174055,0.03767624982302297,0.12678764725419658,0.028179320053835572
39,Coh,L,0.20987953728841338,0.1493911770053503,0.1021845759688943,0.022840627989324902,0.12037587240202251,0.02018039208850543
39,Coh,R,0.22212247145189037,0.15884365390953895,0.11896731366058931,0.028005657448610364,0.1334269707048276,0.02438663987871251
1,imCoh,L,22.527415707631608,99.27426800239456,0.49454527226031747,0.04746899340953469,0.28490551284502574,0.024840618497360453
1,imCoh,R,9.277965368953286,17.19715646099978,0.5191994792360378,0.0519330526416111,0.26876032701943536,0.034256166484489425
2,imCoh,L,54.92922625649256,442.03772657973445,0.5429108138880633,0.10889119241800425,0.297337472655054,0.02563156210768402
2,imCoh,R,25.839886619483995,118.85071207857744,0.49833277651004665,0.11678549483033712,0.2865047677526552,0.03333725098475353
5,imCoh,L,33.071161090515524,180.01931676713366,0.6624069605788144,0.2337505939839743,0.2805034688061904,0.022129811446254106
5,imCoh,R,31.54252829544669,122.18672862660644,0.6401780970171118,0.25620694148946704,0.2919394488212666,0.02233410301136082
9,imCoh,L,16.544523246110757,72.91072909701846,0.4078307020287151,0.04423770388494635,0.2619143317009143,0.018591009927899343
9,imCoh,R,8.651254154273225,23.327354356211142,0.4092346976419709,0.05486708713407218,0.25999149290862783,0.022459009600076126
21,imCoh,L,13.177909081969194,54.54875781774519,0.44619108027048054,0.1015036800041906,0.310748102159273,0.01409627877133975
21,imCoh,R,10.335237429648748,31.664084202654543,0.46916799463928566,0.09045901879530605,0.3006191012962958,0.022447487579531404
31,imCoh,L,7.008158818982972,15.66361332424511,0.4311260270195647,0.038574409221741573,0.26010801693463304,0.016735698601154855
31,imCoh,R,6.322003553066958,15.139627974686066,0.46213366642971626,0.030372125988247633,0.2524254679372626,0.023442510151742226
34,imCoh,L,18.45920192603493,82.60491888552004,0.36569831475376047,0.03102200066954241,0.24993763233998537,0.01719015808811328
34,imCoh,R,15.627358618395972,51.6693511638976,0.3737206337242485,0.029186198260276835,0.24397754460201931,0.015960940692167493
39,imCoh,L,4.568120561707096,9.973278222625336,0.3915990491801078,0.028015500489788438,0.252970313753573,0.018704374503762687
39,imCoh,R,13.1081491619446,85.2610699709763,0.42106287754942384,0.031081889453467626,0.2593740727632796,0.020340575867612596
1,MSC,L,0.26686699799002905,0.13796331492068886,0.23148580978250746,0.0861256780640143,0.22095961774372108,0.05543690477618761
1,MSC,R,0.26348090277102776,0.13343864062011027,0.22893623418391312,0.08210596434071901,0.21839149465731444,0.05261224852257841
2,MSC,L,0.3033655304576736,0.14007388320475778,0.24265235738517968,0.08514095714630324,0.21658446438739198,0.052759923206842106
2,MSC,R,0.2897494395984696,0.13447893294373978,0.23423912184672632,0.08957087373776816,0.2119168711507191,0.05620508429291736
5,MSC,L,0.20621264657718916,0.10757337558454545,0.1716496364637344,0.06133213080054541,0.15476220531657847,0.03998646424959341
5,MSC,R,0.2095093461527968,0.10707373316657283,0.1808636149804833,0.05697094946334344,0.16591408000456573,0.03744345516124329
9,MSC,L,0.2673507019400346,0.111506048706894,0.19468410809569922,0.05040089070933979,0.17470295231195987,0.031993574770447786
9,MSC,R,0.28497618936555497,0.1220264511473944,0.20877713258096062,0.056616493280617075,0.18473449952683793,0.03589174514205747
21,MSC,L,0.1774517389142904,0.06899131859784173,0.11522352472683199,0.027506537148671396,0.11256485855040675,0.017374810915632748
21,MSC,R,0.18161831667096426,0.07179397612932234,0.11925001609216682,0.025244509676383014,0.11488296226965655,0.01651319781279348
31,MSC,L,0.23951571784320852,0.11477231559324831,0.18464577976690713,0.033152420306748795,0.17576533492630383,0.024787122528017836
31,MSC,R,0.23180492686999507,0.1068245441436862,0.17813792733492345,0.029826285610432435,0.1705260089554328,0.02239954614750247
34,MSC,L,0.2254005973741637,0.08390197082768099,0.1421337898863138,0.03632733816757277,0.13572198136885658,0.019704534579054737
34,MSC,R,0.19732666587877035,0.07150999716286176,0.11331732385165069,0.03368478947299759,0.10872278244161937,0.01873499891114961
39,MSC,L,0.19739224768208335,0.0824353990859365,0.1083244477645804,0.018530248209323412,0.11084662887185473,0.01258343351917096
39,MSC,R,0.2122529128984649,0.08767950060654686,0.12371458857076212,0.01925702429900635,0.11853573457221754,0.012314181487432595
1,CMI,L,0.44384552994094184,0.17773273219664104,0.3812040964295139,0.1196963285369566,0.3066014921060827,0.08460595302668585
1,CMI,R,0.43926121688604963,0.17587837891370042,0.376153333790218,0.11760994192969142,0.31614633314988794,0.08168717228608463
2,CMI,L,0.5128857708524158,0.19858336771917776,0.3950448191201068,0.13360687442658864,0.3019697277110399,0.09304192958638652
2,CMI,R,0.5077907429295352,0.19588777769418558,0.40764095923089927,0.14356072397462755,0.3052321299799903,0.09453858471519341
5,CMI,L,0.35054728723950024,0.1464655757502661,0.28349987930416104,0.08881829101841585,0.222349965675998,0.05960283446930345
5,CMI,R,0.3709409835235219,0.14528249910108013,0.31072932513416607,0.08346180544574154,0.24359699666526896,0.05766654969816144
9,CMI,L,0.47236810920910005,0.20321936247735667,0.3044769450204776,0.08253570028373167,0.2857089107386416,0.05711286215283673
9,CMI,R,0.4709913575294469,0.20398264305375552,0.3053418505650771,0.08535301445162044,0.2866651888767592,0.059900682153357594
21,CMI,L,0.29792821028711886,0.10005770982896356,0.170350221931427,0.038729017267034184,0.17532055712534433,0.027166855985383365
21,CMI,R,0.2928821388242025,0.10126296570967705,0.16254835312287105,0.038475613926129235,0.17458898145927793,0.02729781590318126
31,CMI,L,0.37711739098925623,0.1589540481500564,0.24738581335853252,0.03469804568749526,0.23842028660602188,0.03055888512581828
31,CMI,R,0.3594180180060755,0.13515073286525545,0.2353821423597882,0.027179924653996115,0.22785490266397646,0.020957144620230534
34,CMI,L,0.33781064556092166,0.11100967782122144,0.19535796205488287,0.06689157772674038,0.20642821002082562,0.03153972467081886
34,CMI,R,0.31304741874854336,0.1055387201589157,0.1771102345734012,0.06232611579553136,0.16922503375178108,0.03007736043034753
39,CMI,L,0.2938828344387947,0.1017812701582581,0.13792726745460712,0.02258178920536896,0.14444382875898404,0.01053163690218238
39,CMI,R,0.3374179242146336,0.13309037119224795,0.16198685437064309,0.027311273684444533,0.1677867511154929,0.018479387261655413
1,CFC,L,0.6060311502528477,0.05449414980859262,0.4997687698186892,0.03214706644204321,0.27914166590827566,0.012942671781986879
1,CFC,R,0.6313568774581522,0.05822742543117399,0.5199945931265493,0.03407558385735186,0.24782162615440087,0.012397644014749683
2,CFC,L,1.279903052018782,0.4587532112960336,1.1962950898388118,0.30230433047743227,0.25900808650244567,0.00868395564541115
2,CFC,R,0.6290187481604725,0.064360345190028,0.49950180401499367,0.04633072824001421,0.2590140630993873,0.011267259261636851
5,CFC,L,0.7453553890788839,0.04422247682608803,0.6693504368974552,0.026409522877072638,0.2763819410964081,0.009672876718630858
5,CFC,R,0.7512271126996168,0.046544581968800174,0.6840040587238171,0.02662901959323491,0.3005546051335212,0.007152737055041479
9,CFC,L,0.7743998688253789,0.0923427376046544,0.6344736323176191,0.07784148139081824,0.3340113020081093,0.023220195692760223
9,CFC,R,0.7870757364649555,0.1090492265510319,0.6589557553797954,0.09650743385499364,0.32358995836288384,0.02277741118922087
21,CFC,L,0.570719293140481,0.05171769233940152,0.3520115601369347,0.025020755635518654,0.21628703434220545,0.008929985778169041
21,CFC,R,0.5813999793914771,0.049454641287811595,0.3564219733387908,0.015616733132468238,0.22201723026816064,0.009462532694951621
31,CFC,L,0.6452569470853524,0.07106497968363697,0.46943018108699136,0.03584819151558118,0.2073906708126792,0.013634186933919816
31,CFC,R,0.5549433184083238,0.058407509625843596,0.3763648809733653,0.019061339887670063,0.19721670418695336,0.011931651027501525
34,CFC,L,0.5693284217782182,0.06933132871880726,0.35091551546182204,0.04315371374253366,0.20553898912624594,0.010456547620886193
34,CFC,R,0.5428388499531224,0.04421984078772298,0.30394970265475535,0.017570667117959397,0.19778831741740852,0.009758302917440972
39,CFC,L,0.5767238139715424,0.06805214540528393,0.3495000827744546,0.04521338014507376,0.2111834965410115,0.011075297935648216
39,CFC,R,0.5402023811579965,0.04987152093635423,0.3220653766836937,0.023285854025883724,0.2065772818183936,0.008126174469292924
