subject,metric,feature_type,i_idx,j_idx,i_label,j_label,cv,kl
5,PLI,edges,1,7.0,FP2,T7,0.7426390114015475,0.9384947019394401
5,PLI,edges,2,8.0,F7,C3,0.7423967768537159,0.9531794029024236
5,PLI,edges,3,6.0,F3,F8,0.749281265570797,1.1301387864274792
5,PLI,edges,3,8.0,F3,C3,0.743047760688688,0.7735027996657913
5,PLI,edges,3,14.0,F3,Pz,0.7232073112537228,1.1145448672208822
5,PLI,edges,3,15.0,F3,P4,0.74714721882554,0.8057644392531313
5,PLI,edges,4,6.0,Fz,F8,0.7135636821708362,1.1443665998076176
5,PLI,edges,4,10.0,Fz,C4,0.7329932221203788,1.1361981462455784
5,PLI,edges,4,12.0,Fz,P7,0.7338267237947016,0.9187117339507558
5,PLI,edges,4,15.0,Fz,P4,0.7450608592248016,0.8475692859674427
5,PLI,edges,8,14.0,C3,Pz,0.7111291094360345,0.9721491512967955
5,PLI,edges,10,14.0,C4,Pz,0.7584877729076096,0.7642288598463173
5,PLI,edges,13,14.0,P3,Pz,0.7483112746096483,1.3174335230505072
5,PLI,ns,3,,F3,,0.4102815910373365,0.7109038008395241
5,PLI,ns,10,,C4,,0.4138076684456262,0.6787212350750846
9,PLI,edges,0,3.0,FP1,F3,0.7067471322475234,1.0971265612930092
9,PLI,edges,1,13.0,FP2,P3,0.7105429868464936,0.7649600935223441
9,PLI,edges,3,9.0,F3,Cz,0.7172057274881465,1.0124686132390335
9,PLI,edges,3,12.0,F3,P7,0.681547233670349,0.8591248494625652
9,PLI,edges,3,14.0,F3,Pz,0.7209901171709858,0.7224521722180451
9,PLI,edges,3,17.0,F3,O1,0.6760846603408069,1.2303342414278906
9,PLI,edges,4,7.0,Fz,T7,0.7228120717126783,1.0553691134953114
9,PLI,edges,4,17.0,Fz,O1,0.6800922325009879,0.7527400228684473
9,PLI,edges,5,12.0,F4,P7,0.6740567547484345,1.015646433147728
9,PLI,edges,6,18.0,F8,O2,0.6989726371609237,0.9311500599367811
9,PLI,edges,8,10.0,C3,C4,0.7029853059729165,1.1791626051793522
9,PLI,edges,8,12.0,C3,P7,0.682871378011032,1.248064236362753
9,PLI,edges,8,13.0,C3,P3,0.7049585549084235,0.9527629561121764
9,PLI,edges,9,12.0,Cz,P7,0.7149719510785324,0.8828753052253755
9,PLI,edges,9,15.0,Cz,P4,0.6615405508083452,0.7171329563838683
9,PLI,edges,9,18.0,Cz,O2,0.644783090754453,0.7397517211050852
9,PLI,edges,12,17.0,P7,O1,0.7082376311354588,0.896488664929594
9,PLI,ns,9,,Cz,,0.3184019368943526,0.5589609907254887
21,PLI,edges,0,4.0,FP1,Fz,0.7026057415603002,0.773986865556999
21,PLI,edges,0,10.0,FP1,C4,0.7216408824328797,0.6314840602669041
21,PLI,edges,0,17.0,FP1,O1,0.716919252792861,0.9190589495331637
21,PLI,edges,2,14.0,F7,Pz,0.6957785920005934,0.6917084325171335
21,PLI,edges,3,15.0,F3,P4,0.7096682830151311,1.2447116043717155
21,PLI,edges,4,9.0,Fz,Cz,0.7189497157264169,0.6788647342058161
21,PLI,edges,4,17.0,Fz,O1,0.720952876155998,0.95427067849993
21,PLI,edges,5,14.0,F4,Pz,0.7208812377827876,0.8517486587819569
21,PLI,edges,7,15.0,T7,P4,0.7107131930822701,0.7859276292326125
21,PLI,edges,9,15.0,Cz,P4,0.7064552933176491,0.732532618537693
21,PLI,edges,10,15.0,C4,P4,0.6378107579094274,0.6977370375515367
21,PLI,edges,10,16.0,C4,P8,0.6791295465600106,0.7438078592928605
21,PLI,ns,1,,FP2,,0.357774225425294,1.0712189868514779
21,PLI,ns,3,,F3,,0.34981339768342345,0.9815501401827509
21,PLI,ns,5,,F4,,0.3503420400957353,0.7048361728249193
21,PLI,ns,6,,F8,,0.34650140653021344,0.7737608235210219
31,PLI,edges,0,9.0,FP1,Cz,0.6984225797403845,0.5806921523884343
31,PLI,edges,0,16.0,FP1,P8,0.7445033797681218,0.6477880875457853
31,PLI,edges,0,17.0,FP1,O1,0.7351078452723279,0.5736351118548642
31,PLI,edges,3,9.0,F3,Cz,0.725687911887362,0.9661016922408123
31,PLI,edges,3,12.0,F3,P7,0.6892436780773012,0.7767883425685755
31,PLI,edges,4,13.0,Fz,P3,0.7231838393477581,0.5917432666971297
31,PLI,edges,4,14.0,Fz,Pz,0.6947231017821714,0.5972717577259736
31,PLI,edges,6,9.0,F8,Cz,0.7333814173636397,0.6819962140242662
31,PLI,edges,7,8.0,T7,C3,0.7127487645528185,0.7339282729262908
31,PLI,edges,7,11.0,T7,T8,0.7430393130434553,0.572634235750386
31,PLI,edges,9,15.0,Cz,P4,0.7357640937724093,1.1454548222811338
31,PLI,edges,10,18.0,C4,O2,0.7378916131638117,0.8883135812785755
31,PLI,edges,12,13.0,P7,P3,0.6812081796176859,0.6473167049248123
31,PLI,edges,12,16.0,P7,P8,0.742665018445517,0.8538184404032066
31,PLI,edges,13,14.0,P3,Pz,0.7244825305171874,0.8465606776078634
31,PLI,ns,2,,F7,,0.39860687261292926,0.815350587339977
31,PLI,ns,4,,Fz,,0.38810241819757185,0.8904242505193362
31,PLI,ns,9,,Cz,,0.3805673767545592,1.1754347198849229
31,PLI,ns,14,,Pz,,0.3921465904928403,1.8736956350707363
34,PLI,edges,1,10.0,FP2,C4,0.6997515777807193,0.7778133399349044
34,PLI,edges,1,15.0,FP2,P4,0.6996528296395264,1.3001653981770096
34,PLI,edges,2,9.0,F7,Cz,0.70151323479896,1.11389940351767
34,PLI,edges,3,12.0,F3,P7,0.7008436461753167,0.7635175112775883
34,PLI,edges,3,18.0,F3,O2,0.7035365641734869,0.7733836332571875
34,PLI,edges,6,18.0,F8,O2,0.6600207433787767,0.7692041989690511
34,PLI,edges,8,17.0,C3,O1,0.6773852108515049,1.4321102068075113
34,PLI,edges,10,16.0,C4,P8,0.6555104078561187,0.8754161950639232
34,PLI,edges,11,16.0,T8,P8,0.7196206029493322,1.0502893587419688
34,PLI,edges,12,17.0,P7,O1,0.7161504192364431,0.9661992886009934
34,PLI,edges,13,18.0,P3,O2,0.7104472825086989,1.0528590062441556
34,PLI,edges,14,15.0,Pz,P4,0.7101160823687085,0.721260997556216
34,PLI,edges,15,16.0,P4,P8,0.552495685078698,0.6737812118990504
34,PLI,ns,4,,Fz,,0.3087171334007196,0.933887732490646
34,PLI,ns,9,,Cz,,0.3062235057092306,1.5068182570244852
34,PLI,ns,15,,P4,,0.30823321097766965,0.8712045564722024
39,PLI,edges,0,10.0,FP1,C4,0.6628219306395837,0.8177515497307543
39,PLI,edges,1,12.0,FP2,P7,0.6225353979912385,0.9544843123087159
39,PLI,edges,3,8.0,F3,C3,0.5615247673394659,0.9740598746720355
39,PLI,edges,3,12.0,F3,P7,0.5882849650596081,0.8972742136048449
39,PLI,edges,3,17.0,F3,O1,0.679950516373504,0.783559287163788
39,PLI,edges,4,8.0,Fz,C3,0.637793137318277,1.0265016659320068
39,PLI,edges,4,11.0,Fz,T8,0.6587157995187709,0.9958206972163378
39,PLI,edges,4,12.0,Fz,P7,0.6176793891032386,0.9103897657226326
39,PLI,edges,4,17.0,Fz,O1,0.6866863813428296,0.7545885984885617
39,PLI,edges,5,8.0,F4,C3,0.6621638416934185,1.4439137017964505
39,PLI,edges,5,10.0,F4,C4,0.5976122882154311,0.7795165182222124
39,PLI,edges,6,11.0,F8,T8,0.6477265816228799,0.8141380845448057
39,PLI,edges,8,9.0,C3,Cz,0.6738896658939022,0.9307042989331873
39,PLI,edges,9,13.0,Cz,P3,0.6764184628655845,1.6212918338533011
39,PLI,edges,10,13.0,C4,P3,0.6752202583283862,0.744644620261708
39,PLI,edges,13,17.0,P3,O1,0.6331496245419099,0.757715017388162
39,PLI,ns,8,,C3,,0.3417335168121897,0.74179982297529
39,PLI,ns,13,,P3,,0.3453516008939663,0.47019801239653325
1,wPLI,edges,0,16.0,FP1,P8,0.6823115411254297,0.9864625009217525
1,wPLI,edges,1,18.0,FP2,O2,0.6738690356485767,0.7233241604864857
1,wPLI,edges,3,5.0,F3,F4,0.7173456451771669,0.9736470196961808
1,wPLI,edges,3,12.0,F3,P7,0.7134195609875436,0.6164437103190437
1,wPLI,edges,4,17.0,Fz,O1,0.7077532629456069,0.575331231506513
1,wPLI,edges,7,17.0,T7,O1,0.7081161222864993,0.9938271099337772
1,wPLI,edges,8,11.0,C3,T8,0.7181657766268288,0.7343705076863909
1,wPLI,edges,9,18.0,Cz,O2,0.6955027524640187,1.0281439350836519
1,wPLI,edges,10,18.0,C4,O2,0.7178147833376121,0.603028799493561
1,wPLI,edges,12,17.0,P7,O1,0.700938668240251,0.652904977466177
1,wPLI,edges,14,16.0,Pz,P8,0.6516447245821304,0.5984824100452485
1,wPLI,edges,14,18.0,Pz,O2,0.6869303145806704,0.8380580680883849
2,wPLI,edges,0,5.0,FP1,F4,0.7557923893414091,0.5845542539745872
2,wPLI,edges,0,9.0,FP1,Cz,0.7472403185382388,0.7082256082860479
2,wPLI,edges,0,11.0,FP1,T8,0.7382674828464881,0.6649186980822857
2,wPLI,edges,2,7.0,F7,T7,0.7252621373576271,0.7601351100241931
2,wPLI,edges,2,11.0,F7,T8,0.7301988554720058,0.5777001270808301
2,wPLI,edges,3,8.0,F3,C3,0.7437512220457254,0.8788120540257478
2,wPLI,edges,4,6.0,Fz,F8,0.7262818461047271,0.9206805420057926
2,wPLI,edges,4,7.0,Fz,T7,0.7302681067686214,1.1699464076735933
2,wPLI,edges,5,6.0,F4,F8,0.7153303094504508,1.1769969954852104
2,wPLI,edges,6,7.0,F8,T7,0.7505259813250651,0.6362798477145523
2,wPLI,edges,8,9.0,C3,Cz,0.7165713954331808,1.8033052287727518
2,wPLI,edges,11,12.0,T8,P7,0.7513600809744874,0.6366842746592312
2,wPLI,edges,11,14.0,T8,Pz,0.7277067694918848,0.63162784097199
2,wPLI,edges,17,18.0,O1,O2,0.734538376317057,0.8384025970365039
2,wPLI,ns,10,,C4,,0.3758572956442295,0.5623525540359097
5,wPLI,edges,0,7.0,FP1,T7,0.7455729497488361,0.7945339202175554
5,wPLI,edges,1,10.0,FP2,C4,0.7376594346652722,0.9048292448178652
5,wPLI,edges,2,8.0,F7,C3,0.7293449613214206,0.7633100823111946
5,wPLI,edges,2,9.0,F7,Cz,0.7411783070554887,0.7559660309134988
5,wPLI,edges,2,15.0,F7,P4,0.7320030187947341,1.0759552034275868
5,wPLI,edges,5,8.0,F4,C3,0.7405954396718024,0.9498222425417038
5,wPLI,edges,5,13.0,F4,P3,0.7146639325930599,1.0269827887095415
5,wPLI,edges,6,14.0,F8,Pz,0.6979809849495222,1.0543466517645095
5,wPLI,edges,6,15.0,F8,P4,0.7210710800386729,0.8808992278764362
5,wPLI,edges,7,11.0,T7,T8,0.7427482727462404,1.1391640979270967
5,wPLI,edges,8,12.0,C3,P7,0.7030535916315188,0.8680126244374723
5,wPLI,edges,9,13.0,Cz,P3,0.7077319667855682,0.9455588215974665
5,wPLI,edges,9,15.0,Cz,P4,0.7149864680589737,1.7258413507217814
5,wPLI,ns,10,,C4,,0.415897012362167,0.7167322413370119
5,wPLI,ns,14,,Pz,,0.41244372388955386,0.7192294570408778
9,wPLI,edges,0,8.0,FP1,C3,0.6874395307940404,1.1056028826497708
9,wPLI,edges,1,6.0,FP2,F8,0.6884062259490632,0.7790632144724929
9,wPLI,edges,3,17.0,F3,O1,0.6444059765786023,0.6035138078658489
9,wPLI,edges,3,18.0,F3,O2,0.6827945529534059,0.9810209314944137
9,wPLI,edges,4,16.0,Fz,P8,0.6876393979284959,0.7563432978696738
9,wPLI,edges,4,18.0,Fz,O2,0.640691442189816,0.7103044262486473
9,wPLI,edges,5,12.0,F4,P7,0.6507771968760063,1.5418657796891324
9,wPLI,edges,6,14.0,F8,Pz,0.6426645031372751,0.6192330162525256
9,wPLI,edges,9,16.0,Cz,P8,0.6759301706863549,0.6809241896869377
9,wPLI,edges,10,17.0,C4,O1,0.6656486009411093,0.6012048481697063
9,wPLI,edges,10,18.0,C4,O2,0.6099116655744525,0.7555481645431212
9,wPLI,edges,15,18.0,P4,O2,0.6146157373209971,0.6641742014641727
9,wPLI,ns,1,,FP2,,0.3362424056815515,0.8341906640016032
9,wPLI,ns,4,,Fz,,0.31137433552494087,0.902009562844871
9,wPLI,ns,8,,C3,,0.3385059992145593,1.0051139220462237
9,wPLI,ns,9,,Cz,,0.3224187436126715,1.594842312002636
21,wPLI,edges,1,6.0,FP2,F8,0.6921273790209226,0.9222464082640363
21,wPLI,edges,2,13.0,F7,P3,0.6676807544747233,0.574044576779742
21,wPLI,edges,3,9.0,F3,Cz,0.5988441590700748,0.5499736803571614
21,wPLI,edges,3,14.0,F3,Pz,0.6437798123903022,0.6033179764801491
21,wPLI,edges,4,13.0,Fz,P3,0.7030422722994787,0.6700321348930091
21,wPLI,edges,4,14.0,Fz,Pz,0.6705500853894604,0.5849511190202452
21,wPLI,edges,4,18.0,Fz,O2,0.6973629460434199,0.5676032314776397
21,wPLI,edges,7,15.0,T7,P4,0.6698951326561156,0.6969856979455937
21,wPLI,edges,8,9.0,C3,Cz,0.6881139509382501,0.6625688480686207
21,wPLI,edges,8,13.0,C3,P3,0.6594174306538656,0.63283761041485
21,wPLI,edges,8,17.0,C3,O1,0.6997791798645387,0.5736546445377319
21,wPLI,edges,9,16.0,Cz,P8,0.6937239967904152,0.5783866281555874
21,wPLI,edges,9,18.0,Cz,O2,0.6515845970105916,0.5733589075967865
21,wPLI,edges,12,16.0,P7,P8,0.6684240812041542,0.7379426935303521
21,wPLI,ns,4,,Fz,,0.37150212033573304,0.6114457695418728
21,wPLI,ns,6,,F8,,0.36921001543518406,0.8027689557903384
21,wPLI,ns,8,,C3,,0.3927892960751764,0.6564025594913157
31,wPLI,edges,0,3.0,FP1,F3,0.717396160482189,0.5641202493668824
31,wPLI,edges,2,12.0,F7,P7,0.6811321278136158,0.5477715922889361
31,wPLI,edges,2,14.0,F7,Pz,0.6841043707784955,0.883073511387148
31,wPLI,edges,2,15.0,F7,P4,0.7147762830886883,0.7250409034240967
31,wPLI,edges,3,6.0,F3,F8,0.7166634032115062,0.8758322757811775
31,wPLI,edges,3,7.0,F3,T7,0.6998389418797107,0.6619693440628088
31,wPLI,edges,3,9.0,F3,Cz,0.6910279328928892,0.8205158629311655
31,wPLI,edges,3,16.0,F3,P8,0.7159035734194965,0.6866955315619698
31,wPLI,edges,4,15.0,Fz,P4,0.6845110941018702,0.5899931295029806
31,wPLI,edges,5,18.0,F4,O2,0.7131208183456025,0.7855564394321053
31,wPLI,edges,6,14.0,F8,Pz,0.7014446865129317,0.6166577208913263
31,wPLI,edges,7,10.0,T7,C4,0.7003654484732773,0.601467443852981
31,wPLI,edges,8,13.0,C3,P3,0.716646367811063,1.443213005401481
31,wPLI,ns,2,,F7,,0.40076726530170625,0.9860147588780961
31,wPLI,ns,3,,F3,,0.40036023029722556,0.8515369867934088
31,wPLI,ns,14,,Pz,,0.4242778887147396,0.6865370906817567
34,wPLI,edges,0,5.0,FP1,F4,0.6866838585824651,0.7306752823958298
34,wPLI,edges,2,9.0,F7,Cz,0.6552512241190951,0.6862644344198011
34,wPLI,edges,3,5.0,F3,F4,0.7064982293470573,0.6095931252947355
34,wPLI,edges,3,7.0,F3,T7,0.7057658318151219,0.6761503459667584
34,wPLI,edges,3,10.0,F3,C4,0.693091384440643,0.6694334448236207
34,wPLI,edges,4,6.0,Fz,F8,0.7016938675101826,0.6423298133376172
34,wPLI,edges,5,16.0,F4,P8,0.7057376292484349,1.012492796865752
34,wPLI,edges,8,13.0,C3,P3,0.6528668840896568,0.7621666462304431
34,wPLI,edges,8,17.0,C3,O1,0.6271187120688455,0.7398053642200072
34,wPLI,edges,8,18.0,C3,O2,0.6878395737909027,0.8594921895776593
34,wPLI,edges,9,13.0,Cz,P3,0.6977984720297965,1.0007073863780285
34,wPLI,edges,9,16.0,Cz,P8,0.6562468270766508,0.8343533852537116
34,wPLI,edges,9,18.0,Cz,O2,0.6931311767559987,0.8881791407334663
34,wPLI,edges,10,11.0,C4,T8,0.6549844045194755,0.6468076825402751
34,wPLI,edges,10,16.0,C4,P8,0.5953900553999696,0.7442227741828413
34,wPLI,edges,13,17.0,P3,O1,0.5301607717609167,0.9460146314959957
34,wPLI,edges,13,18.0,P3,O2,0.6673339593736185,0.7272343704351998
34,wPLI,edges,14,18.0,Pz,O2,0.5789110501467611,1.3249178277705118
34,wPLI,edges,15,18.0,P4,O2,0.5395169201200218,0.6765165722753803
34,wPLI,edges,17,18.0,O1,O2,0.693741444601417,1.008952606316422
34,wPLI,ns,10,,C4,,0.3181098264973171,0.8708057466239223
34,wPLI,ns,15,,P4,,0.3198072291757156,0.7283973885240923
39,wPLI,edges,0,10.0,FP1,C4,0.6218482584848413,0.6613880994361043
39,wPLI,edges,0,16.0,FP1,P8,0.6341458600696408,0.7282667087652608
39,wPLI,edges,1,13.0,FP2,P3,0.636335023928923,0.724804714750086
39,wPLI,edges,3,8.0,F3,C3,0.48033534509852005,0.7075777771327361
39,wPLI,edges,3,10.0,F3,C4,0.6484932649418991,1.218977414194934
39,wPLI,edges,3,14.0,F3,Pz,0.6392071034238054,0.7252658911559877
39,wPLI,edges,4,8.0,Fz,C3,0.550463652978777,0.8996861115908068
39,wPLI,edges,4,11.0,Fz,T8,0.6253609271593642,1.0673360574338606
39,wPLI,edges,4,14.0,Fz,Pz,0.645567812735329,0.8978365973594671
39,wPLI,edges,5,16.0,F4,P8,0.5505786815605827,0.9670831914846826
39,wPLI,edges,9,13.0,Cz,P3,0.6518868039559678,0.7246219170943816
39,wPLI,ns,9,,Cz,,0.3320686921412811,0.6193582636930949
39,wPLI,ns,14,,Pz,,0.3400885619944749,0.741099015680597
1,Coh,edges,3,13.0,F3,P3,0.11488700454644762,1.5451483290720205
1,Coh,edges,4,5.0,Fz,F4,0.03111263797658504,0.7909693649670666
1,Coh,edges,4,9.0,Fz,Cz,0.0342343356865101,0.8318019767306917
1,Coh,edges,4,14.0,Fz,Pz,0.10126080415076705,0.8642435536966423
1,Coh,edges,4,15.0,Fz,P4,0.10643961110481835,0.689512604412635
1,Coh,edges,5,10.0,F4,C4,0.04909649124534701,0.5523057561445424
1,Coh,edges,5,15.0,F4,P4,0.11249991281013756,0.7862495908322911
1,Coh,edges,8,10.0,C3,C4,0.08983955280435145,0.6558572296035523
1,Coh,edges,8,12.0,C3,P7,0.09675945256498193,0.6963237042677071
1,Coh,edges,8,14.0,C3,Pz,0.05901855737214639,0.5632888170155531
1,Coh,edges,9,17.0,Cz,O1,0.1128141931777088,1.241860190954709
1,Coh,edges,10,13.0,C4,P3,0.09220324687253947,0.7846128353514432
1,Coh,edges,10,14.0,C4,Pz,0.04917217145756248,0.6449326463175492
1,Coh,edges,10,15.0,C4,P4,0.03335130538967684,0.5997580396250326
1,Coh,edges,10,16.0,C4,P8,0.07151035893388479,1.1593199026150727
1,Coh,edges,11,16.0,T8,P8,0.1057174822075686,0.6146865153500889
1,Coh,edges,12,14.0,P7,Pz,0.08477784742152583,0.5428709559516732
1,Coh,edges,12,17.0,P7,O1,0.050224023690939396,0.6721384872115461
1,Coh,edges,14,15.0,Pz,P4,0.012867731205901962,0.6717737818941217
1,Coh,edges,14,16.0,Pz,P8,0.0590236968173184,0.7646916477573709
1,Coh,edges,14,18.0,Pz,O2,0.036868490177555294,0.5912954523944753
1,Coh,edges,15,16.0,P4,P8,0.026838066308516102,0.8126371319528698
1,Coh,ns,13,,P3,,0.11384802412988908,0.25125703712168307
1,Coh,ns,15,,P4,,0.10718397820306255,0.41045525839841723
2,Coh,edges,3,8.0,F3,C3,0.10434264008659028,0.6505543265831897
2,Coh,edges,4,5.0,Fz,F4,0.04736472932676354,1.3195181437811534
2,Coh,edges,5,10.0,F4,C4,0.06609199445354573,0.8436790784055594
2,Coh,edges,7,8.0,T7,C3,0.09932763392157046,1.049037128475139
2,Coh,edges,7,12.0,T7,P7,0.08831287717036981,0.6936693412741526
2,Coh,edges,7,13.0,T7,P3,0.11221692306465583,0.5732179336835129
2,Coh,edges,10,11.0,C4,T8,0.07902288633226451,0.8242087581124904
2,Coh,edges,11,15.0,T8,P4,0.12218633552089114,0.6076300754831668
2,Coh,edges,12,17.0,P7,O1,0.04925605277769848,0.6648926886295766
2,Coh,edges,13,15.0,P3,P4,0.06977649322504101,0.7856711733858844
2,Coh,edges,14,18.0,Pz,O2,0.04924110710287019,0.7365449062296958
2,Coh,ns,10,,C4,,0.11561332682773945,0.8064251658408096
2,Coh,ns,13,,P3,,0.11960685758888479,0.7957210793858647
2,Coh,ns,14,,Pz,,0.10872606334537113,0.8392056402982164
5,Coh,edges,4,5.0,Fz,F4,0.024377241937526897,0.775747414189373
5,Coh,edges,4,14.0,Fz,Pz,0.08030889103808954,1.4968702199046295
5,Coh,edges,4,15.0,Fz,P4,0.09005221237432674,1.3125736870131721
5,Coh,edges,5,10.0,F4,C4,0.0528679264911264,0.8556396468056666
5,Coh,edges,7,8.0,T7,C3,0.07115291257302353,0.9638499330343828
5,Coh,edges,7,12.0,T7,P7,0.07845672964156003,0.7238985477662969
5,Coh,edges,7,13.0,T7,P3,0.0731449876341103,0.749130414010986
5,Coh,edges,8,13.0,C3,P3,0.028107533175524755,0.758389594779032
5,Coh,edges,8,14.0,C3,Pz,0.043235736094257876,0.7468941933386142
5,Coh,edges,8,17.0,C3,O1,0.08957610043339329,1.2243455631628075
5,Coh,edges,10,16.0,C4,P8,0.06749806833978864,1.1446140558995106
5,Coh,edges,12,14.0,P7,Pz,0.0695836723799241,0.9111621347737378
5,Coh,edges,12,17.0,P7,O1,0.08973425039360183,0.9007182423369557
5,Coh,edges,13,17.0,P3,O1,0.03951898185458193,0.7894738721129644
5,Coh,edges,14,18.0,Pz,O2,0.040873882579606294,0.8623595340284818
5,Coh,edges,15,16.0,P4,P8,0.042101582405113885,1.2276179742587598
5,Coh,edges,15,17.0,P4,O1,0.052748556696096974,0.9627387902915763
5,Coh,edges,15,18.0,P4,O2,0.04449205551160132,0.9071582580600699
5,Coh,ns,4,,Fz,,0.0808372304633217,0.5414765725105355
9,Coh,edges,1,6.0,FP2,F8,0.12870892790513477,0.6524656410035383
9,Coh,edges,3,4.0,F3,Fz,0.028346408607454753,0.6086078385751155
9,Coh,edges,3,5.0,F3,F4,0.08638247185703657,0.5956977516188792
9,Coh,edges,3,9.0,F3,Cz,0.08117776473166455,0.9604993008599451
9,Coh,edges,4,14.0,Fz,Pz,0.14182750760734014,0.5538972314993911
9,Coh,edges,5,8.0,F4,C3,0.13523791424134202,0.6522838145408001
9,Coh,edges,5,9.0,F4,Cz,0.07904264414206988,0.5768639476301177
9,Coh,edges,5,10.0,F4,C4,0.07675830029856291,0.6722793785127787
9,Coh,edges,7,12.0,T7,P7,0.07910861994243502,0.758581101502777
9,Coh,edges,8,12.0,C3,P7,0.1050946472738817,1.0311629612398012
9,Coh,edges,8,13.0,C3,P3,0.04396272432004769,1.2059554758767546
9,Coh,edges,8,14.0,C3,Pz,0.07439646978370605,0.8219723691281158
9,Coh,edges,9,10.0,Cz,C4,0.04738891332596644,0.5642920437500237
9,Coh,edges,9,14.0,Cz,Pz,0.04150513328882015,0.5738045496510366
9,Coh,edges,10,14.0,C4,Pz,0.07153998367469187,0.5674784477526744
9,Coh,edges,15,18.0,P4,O2,0.04399442988490271,0.5688746392163101
9,Coh,edges,16,18.0,P8,O2,0.14671767369684363,0.7343086483504478
9,Coh,ns,8,,C3,,0.11340901532804819,0.5840621566758308
9,Coh,ns,14,,Pz,,0.10924285123997335,0.5560153818376369
21,Coh,edges,1,4.0,FP2,Fz,0.0488806796106113,0.9227222446426471
21,Coh,edges,2,3.0,F7,F3,0.07114806355089863,1.177946270536503
21,Coh,edges,3,4.0,F3,Fz,0.017878273643737418,0.8445548557589462
21,Coh,edges,3,9.0,F3,Cz,0.04976241598505757,1.00649009104269
21,Coh,edges,4,8.0,Fz,C3,0.08643273871803343,1.0086063307357704
21,Coh,edges,5,10.0,F4,C4,0.09140225819024059,2.6760289250397173
21,Coh,edges,9,10.0,Cz,C4,0.04039752999904283,3.0708879555117674
21,Coh,edges,9,14.0,Cz,Pz,0.04829397291819699,0.9947676040241791
