subject,metric,feature_type,i_idx,j_idx,i_label,j_label,cv,kl
34,MSC,edges,9,10.0,Cz,C4,0.07892491245033174,1.6645091845938997
34,MSC,edges,10,15.0,C4,P4,0.06214988681617746,0.8665493135977937
34,MSC,edges,10,18.0,C4,O2,0.16687679905071812,0.8204944532490313
34,MSC,edges,12,13.0,P7,P3,0.0682499332814871,1.0484927248136902
34,MSC,edges,12,14.0,P7,Pz,0.14537364794419566,0.9202593311699162
34,MSC,edges,13,15.0,P3,P4,0.13493457341216328,0.8141093973527813
34,MSC,edges,13,17.0,P3,O1,0.10824743536679417,1.1037755591832128
34,MSC,edges,14,17.0,Pz,O1,0.10203517383463157,1.408065965194675
34,MSC,edges,17,18.0,O1,O2,0.09271934575924155,0.8350431204922528
34,MSC,ns,10,,C4,,0.10157788561719719,1.5660042063449044
34,MSC,ns,14,,Pz,,0.09435327364750049,1.1417465901447401
34,MSC,ns,15,,P4,,0.09348244241142653,1.12185452964882
39,MSC,edges,0,2.0,FP1,F7,0.07856541741628592,0.9041774948754632
39,MSC,edges,0,3.0,FP1,F3,0.07620988115685619,0.9099922103731048
39,MSC,edges,1,2.0,FP2,F7,0.1313047952102765,1.0587556203469428
39,MSC,edges,1,3.0,FP2,F3,0.11352704363883334,0.9237470577041758
39,MSC,edges,3,5.0,F3,F4,0.10735037914547707,1.6202633545671468
39,MSC,edges,4,5.0,Fz,F4,0.05101832175598957,1.264408674325728
39,MSC,edges,4,6.0,Fz,F8,0.11652598954567808,1.5699334046030844
39,MSC,edges,5,9.0,F4,Cz,0.13234304436505018,1.133523681765289
39,MSC,edges,5,10.0,F4,C4,0.12963878280984978,2.6694056767645873
39,MSC,edges,9,10.0,Cz,C4,0.0936907899115985,2.0906476813053168
39,MSC,edges,9,14.0,Cz,Pz,0.059036356965577144,1.724941016609272
39,MSC,edges,10,14.0,C4,Pz,0.11812421684431312,1.5672216614501049
39,MSC,edges,10,15.0,C4,P4,0.06614738264123199,1.2329440790287327
39,MSC,edges,11,16.0,T8,P8,0.1386310254024929,0.9464940779790453
39,MSC,edges,15,16.0,P4,P8,0.05252032155476778,0.8978198915013424
39,MSC,edges,16,18.0,P8,O2,0.0632699325808293,0.944669072632685
39,MSC,ns,3,,F3,,0.09599927577764075,1.131052648134002
39,MSC,ns,5,,F4,,0.09940784141726176,1.0528517442254932
39,MSC,ns,14,,Pz,,0.09340727342458212,1.3872368604643865
1,CMI,edges,3,4.0,F3,Fz,0.1747463678063275,0.41633678746750924
1,CMI,edges,3,5.0,F3,F4,0.29498267918052484,0.473780146901353
1,CMI,edges,3,13.0,F3,P3,0.32452835511915956,0.49441490101847124
1,CMI,edges,4,5.0,Fz,F4,0.1783173154353906,1.2153180369458327
1,CMI,edges,8,14.0,C3,Pz,0.24192747402618597,0.6901032487100562
1,CMI,edges,9,10.0,Cz,C4,0.15348248847395324,0.5416869313177306
1,CMI,edges,9,18.0,Cz,O2,0.32410035925986036,0.5170484050739179
1,CMI,edges,10,13.0,C4,P3,0.2928964750287061,0.7433927828194179
1,CMI,edges,12,13.0,P7,P3,0.21265427221676952,0.5428408260599832
1,CMI,edges,13,14.0,P3,Pz,0.1343177049630283,0.5895487477505652
1,CMI,edges,13,15.0,P3,P4,0.21117407584617065,0.7067857943360331
1,CMI,edges,13,17.0,P3,O1,0.1708819119325262,0.6263017320457935
1,CMI,edges,14,15.0,Pz,P4,0.13255979274198126,0.4702328719554193
1,CMI,edges,14,16.0,Pz,P8,0.23240843820629792,1.081622331923577
1,CMI,edges,14,17.0,Pz,O1,0.20023747135739703,0.5541270700271553
1,CMI,edges,14,18.0,Pz,O2,0.1914621583011934,0.775642263910817
1,CMI,edges,15,18.0,P4,O2,0.18366967018851754,0.45028825037927683
1,CMI,edges,16,17.0,P8,O1,0.32912436311876114,0.40879451359230284
1,CMI,edges,16,18.0,P8,O2,0.17022122821420313,0.6503783149733655
1,CMI,edges,17,18.0,O1,O2,0.2138759320281775,0.5071134980235988
1,CMI,ns,9,,Cz,,0.26358860487749614,0.371387243710375
1,CMI,ns,10,,C4,,0.28082138401351153,0.5144854252852593
1,CMI,ns,13,,P3,,0.2831447873028361,0.5497245999334188
1,CMI,ns,14,,Pz,,0.2593513388291221,0.6491025618611873
1,CMI,ns,15,,P4,,0.2675215172701815,0.6271385384863375
2,CMI,edges,3,9.0,F3,Cz,0.37081396825209667,0.6724743582786284
2,CMI,edges,4,5.0,Fz,F4,0.20524451904654759,0.7722964884447767
2,CMI,edges,4,10.0,Fz,C4,0.22827865518457593,0.888731592680188
2,CMI,edges,5,8.0,F4,C3,0.3364450237653273,1.53145913213978
2,CMI,edges,5,9.0,F4,Cz,0.24061873896760924,0.9168252506529966
2,CMI,edges,5,10.0,F4,C4,0.22133328382414977,0.7290400251269682
2,CMI,edges,5,11.0,F4,T8,0.34881682435493944,1.4634919925985395
2,CMI,edges,7,12.0,T7,P7,0.2807635359558494,0.8286960188968833
2,CMI,edges,8,10.0,C3,C4,0.2921229657846055,1.2125327567124993
2,CMI,edges,8,15.0,C3,P4,0.34913966104337324,0.7261241206584654
2,CMI,edges,9,10.0,Cz,C4,0.1597264408820132,0.7067682324083862
2,CMI,edges,10,11.0,C4,T8,0.25076617442366267,1.48921207326846
2,CMI,edges,10,14.0,C4,Pz,0.237751084519159,0.6718636786129114
2,CMI,edges,10,15.0,C4,P4,0.19241493460573805,1.3160550312617683
2,CMI,edges,10,16.0,C4,P8,0.28838824721164186,0.7772650516330988
2,CMI,edges,15,16.0,P4,P8,0.20493914479986336,0.7376847006448425
2,CMI,edges,15,17.0,P4,O1,0.3090476703024012,0.8579891590027802
2,CMI,ns,9,,Cz,,0.26378825241691617,1.0318229455601928
2,CMI,ns,10,,C4,,0.28103040674290103,0.8193583872435518
2,CMI,ns,13,,P3,,0.2914298508687966,1.1538240731860632
2,CMI,ns,15,,P4,,0.28668727205518146,0.7844643438319177
5,CMI,edges,3,8.0,F3,C3,0.20182001128840965,1.2546908324989157
5,CMI,edges,3,9.0,F3,Cz,0.20083701316423894,0.9794801796183272
5,CMI,edges,3,10.0,F3,C4,0.2803978983356272,1.0041893516132592
5,CMI,edges,3,14.0,F3,Pz,0.2817391220328695,0.8822967995643698
5,CMI,edges,4,15.0,Fz,P4,0.27629072070158317,1.180306144102768
5,CMI,edges,5,9.0,F4,Cz,0.22103418802236374,1.5034233747458687
5,CMI,edges,8,13.0,C3,P3,0.15085688679971496,1.2521950311547472
5,CMI,edges,8,15.0,C3,P4,0.24444939167841828,0.8746799802684875
5,CMI,edges,9,13.0,Cz,P3,0.1787899677859378,1.6732011212729563
5,CMI,edges,9,15.0,Cz,P4,0.18691690704479985,1.0354675064044854
5,CMI,edges,10,13.0,C4,P3,0.25917887392190964,0.9913128911408586
5,CMI,edges,12,14.0,P7,Pz,0.21877271601514053,1.2601987165846307
5,CMI,edges,14,17.0,Pz,O1,0.20446783402666577,0.888697031034689
5,CMI,ns,8,,C3,,0.23475513119696437,1.0000405343213508
5,CMI,ns,15,,P4,,0.2228142401995504,0.9517002383359504
9,CMI,edges,1,4.0,FP2,Fz,0.2912127397249704,0.8617371188111821
9,CMI,edges,3,4.0,F3,Fz,0.11258603940266779,1.3678115103209842
9,CMI,edges,3,10.0,F3,C4,0.3353883863477187,1.0515579161660011
9,CMI,edges,4,8.0,Fz,C3,0.21384050008729213,0.8816306508801635
9,CMI,edges,4,10.0,Fz,C4,0.22655544327761407,1.0064223446768708
9,CMI,edges,4,14.0,Fz,Pz,0.3526033736179183,1.1009813406081825
9,CMI,edges,5,10.0,F4,C4,0.21863547778520567,0.9598795110523743
9,CMI,edges,8,10.0,C3,C4,0.3390369671935991,0.8585853671650088
9,CMI,edges,9,15.0,Cz,P4,0.2372781143017479,1.4253932046131548
9,CMI,edges,13,15.0,P3,P4,0.2678249433745946,1.0375002575320682
9,CMI,edges,13,18.0,P3,O2,0.2776895574097301,0.9207851827693346
9,CMI,edges,16,18.0,P8,O2,0.3023853746533822,0.9834044912834485
9,CMI,edges,17,18.0,O1,O2,0.2043405202543811,0.8454339537587416
9,CMI,ns,4,,Fz,,0.21365925947299264,0.7604687184972413
9,CMI,ns,9,,Cz,,0.21490215593452539,0.7510835702297952
21,CMI,edges,0,5.0,FP1,F4,0.18875909109691083,1.162990530527974
21,CMI,edges,1,9.0,FP2,Cz,0.16048853474183394,0.799585677594681
21,CMI,edges,4,5.0,Fz,F4,0.07635783948893837,0.7608808399653789
21,CMI,edges,7,12.0,T7,P7,0.2337848790933134,0.8618166677734069
21,CMI,edges,8,14.0,C3,Pz,0.1781531498855708,0.7762108733231066
21,CMI,edges,9,10.0,Cz,C4,0.14275524227750583,1.1566534148105818
21,CMI,edges,9,15.0,Cz,P4,0.2026079101401541,1.0039198829928995
21,CMI,edges,13,17.0,P3,O1,0.14073413669955143,0.7182135291826175
21,CMI,edges,15,16.0,P4,P8,0.13387777943396706,1.0833934496508295
21,CMI,edges,15,17.0,P4,O1,0.21573888788329582,0.8970941406945374
21,CMI,ns,1,,FP2,,0.13208063991758823,0.8623024992636765
21,CMI,ns,5,,F4,,0.12121141300064861,0.6620141178869425
31,CMI,edges,0,3.0,FP1,F3,0.17402700849392,1.2034927931510755
31,CMI,edges,2,3.0,F7,F3,0.1526429458789765,0.7467325477671294
31,CMI,edges,2,4.0,F7,Fz,0.21511312182504932,0.7162473682059969
31,CMI,edges,3,8.0,F3,C3,0.25620505417427414,1.1768958187034926
31,CMI,edges,5,9.0,F4,Cz,0.18580947463968625,1.4679231656768659
31,CMI,edges,5,10.0,F4,C4,0.2593714194209685,0.896343610075953
31,CMI,edges,7,8.0,T7,C3,0.19269108691020378,0.860730561270914
31,CMI,edges,8,9.0,C3,Cz,0.18051073611129362,1.1425690638203316
31,CMI,edges,9,13.0,Cz,P3,0.21851025202175914,1.1184140056772376
31,CMI,edges,9,15.0,Cz,P4,0.219128149170013,0.7973771491789701
31,CMI,edges,12,13.0,P7,P3,0.16952653170396043,1.0777531996118976
31,CMI,edges,16,18.0,P8,O2,0.17677465959775462,0.8960088394051432
31,CMI,edges,17,18.0,O1,O2,0.19184648600939425,0.85472580690068
31,CMI,ns,3,,F3,,0.21504069076560364,0.9889504527361204
31,CMI,ns,13,,P3,,0.21954542652958703,0.679797441894
34,CMI,edges,3,8.0,F3,C3,0.26249006864605906,1.2750855180218708
34,CMI,edges,4,5.0,Fz,F4,0.08932125288041867,1.4255377913787635
34,CMI,edges,5,10.0,F4,C4,0.19558255808281128,0.8792369536225357
34,CMI,edges,5,11.0,F4,T8,0.25413828700092733,0.8861916278220408
34,CMI,edges,6,9.0,F8,Cz,0.27027341804964866,1.0883558164708411
34,CMI,edges,8,9.0,C3,Cz,0.15071658703355467,0.8629179564836515
34,CMI,edges,9,13.0,Cz,P3,0.1990274950455814,0.9304606786504004
34,CMI,edges,9,15.0,Cz,P4,0.18481937196659037,1.0163958089130243
34,CMI,edges,10,11.0,C4,T8,0.23784131581240792,1.409529502744017
34,CMI,edges,10,14.0,C4,Pz,0.17179458668040315,0.8567364378489715
34,CMI,edges,10,15.0,C4,P4,0.12057661611435944,1.2267872404648952
34,CMI,edges,11,16.0,T8,P8,0.25845666338803,0.9528518153301755
34,CMI,edges,12,17.0,P7,O1,0.14284090089661114,1.157765167550454
34,CMI,edges,13,17.0,P3,O1,0.19804534630734774,1.359045806489767
34,CMI,edges,14,17.0,Pz,O1,0.17440803008770595,1.2249054502637502
34,CMI,edges,15,17.0,P4,O1,0.22648755125625492,0.9519899680084143
34,CMI,ns,16,,P8,,0.14078271365572137,1.0930005617010048
39,CMI,edges,0,1.0,FP1,FP2,0.19227621567428782,0.9852231343690065
39,CMI,edges,0,4.0,FP1,Fz,0.15537306460036482,0.9209317354464509
39,CMI,edges,1,2.0,FP2,F7,0.18985637334770328,0.9316307679532333
39,CMI,edges,1,3.0,FP2,F3,0.178113887489742,0.8720111224343245
39,CMI,edges,3,5.0,F3,F4,0.1812133754559969,0.9789058484438219
39,CMI,edges,5,10.0,F4,C4,0.23662301014796705,2.330730551446024
39,CMI,edges,7,8.0,T7,C3,0.23303110879974231,0.8488877710707305
39,CMI,edges,9,10.0,Cz,C4,0.16849120009344754,2.013778684329614
39,CMI,edges,10,14.0,C4,Pz,0.19236300354102265,0.8772911922299105
39,CMI,edges,11,15.0,T8,P4,0.1857350247435157,0.9915401471362861
39,CMI,edges,12,14.0,P7,Pz,0.18058532304577146,1.0187481849687212
39,CMI,edges,13,17.0,P3,O1,0.15537881378146778,1.1836441455121935
39,CMI,edges,14,15.0,Pz,P4,0.1153258011041885,0.8999258007962052
39,CMI,edges,14,18.0,Pz,O2,0.16447128973122746,1.0819641286176487
39,CMI,ns,0,,FP1,,0.12765934405449603,0.9535073674936754
39,CMI,ns,3,,F3,,0.12180010206436512,0.9798155236840838
39,CMI,ns,5,,F4,,0.12680081453344394,1.0194700328993709
1,CFC,edges,0,11.0,FP1,T8,0.5590051067353872,0.7673414074170948
1,CFC,edges,1,11.0,FP2,T8,0.5657077267788527,1.1213561709442295
1,CFC,edges,2,4.0,F7,Fz,0.5793383759021989,0.894670142708315
1,CFC,edges,2,5.0,F7,F4,0.5309719615065736,1.0404336737548467
1,CFC,edges,2,10.0,F7,C4,0.5578111687779799,0.8556485926890616
1,CFC,edges,2,13.0,F7,P3,0.5694564946475495,0.7589851085189756
1,CFC,edges,2,14.0,F7,Pz,0.5757642397295983,0.7637112804402051
1,CFC,edges,5,7.0,F4,T7,0.5565454513923065,1.0955750582996375
1,CFC,edges,5,17.0,F4,O1,0.578189980398918,0.850452512596273
1,CFC,edges,6,18.0,F8,O2,0.5847050619065679,0.7820022847146608
1,CFC,edges,7,14.0,T7,Pz,0.5479654406002843,0.9347571524340335
1,CFC,edges,7,16.0,T7,P8,0.5842404457538353,0.8155116667556074
1,CFC,edges,7,18.0,T7,O2,0.5647906678147852,1.0461019977838562
1,CFC,edges,8,11.0,C3,T8,0.5834348189930718,1.0997244905756682
1,CFC,ns,1,,FP2,,0.48535350108555275,0.7770179859275543
2,CFC,edges,3,7.0,F3,T7,0.7359826124018638,0.5153572414162121
2,CFC,edges,4,14.0,Fz,Pz,0.8153113997395145,0.8615115871641439
2,CFC,edges,4,18.0,Fz,O2,0.7951558119089597,0.4510962432126039
2,CFC,edges,5,8.0,F4,C3,0.7417885046573548,0.5013292231895685
2,CFC,edges,5,13.0,F4,P3,0.7138405869142042,0.6821164516560556
2,CFC,edges,5,15.0,F4,P4,0.7294599689054638,0.47045977720547144
2,CFC,edges,5,16.0,F4,P8,0.744174149408817,0.6126344729521324
2,CFC,edges,5,17.0,F4,O1,0.6977445289247226,0.516700651859646
2,CFC,edges,7,9.0,T7,Cz,0.7792637497841197,0.5329872117406721
2,CFC,edges,7,11.0,T7,T8,0.6456435602231831,0.6854199766414254
2,CFC,edges,7,12.0,T7,P7,0.7039808069205378,0.7403135090002259
2,CFC,edges,7,13.0,T7,P3,0.6904040789673613,0.7566938356096744
2,CFC,edges,7,15.0,T7,P4,0.6859120401832111,1.1067152851660824
2,CFC,edges,7,16.0,T7,P8,0.714787155199085,0.4662439653055527
2,CFC,edges,7,18.0,T7,O2,0.7610577761303474,0.5235921291239974
2,CFC,edges,8,10.0,C3,C4,0.7767789529018162,0.6013643696024497
2,CFC,edges,8,11.0,C3,T8,0.8032974785907188,0.6754700114756504
2,CFC,edges,8,15.0,C3,P4,0.79739868380238,0.9197945940682125
2,CFC,edges,8,16.0,C3,P8,0.8126399622191276,0.6876401658795752
2,CFC,edges,10,12.0,C4,P7,0.7327486139809346,0.455866291497379
2,CFC,edges,10,13.0,C4,P3,0.8044258677997866,1.1356161983504944
2,CFC,edges,10,14.0,C4,Pz,0.7647652891200807,0.9433641887435315
2,CFC,edges,10,16.0,C4,P8,0.8074821997599253,0.8624526848228499
2,CFC,edges,10,17.0,C4,O1,0.7511422554579361,0.5225163712517168
2,CFC,edges,10,18.0,C4,O2,0.7809434773875501,0.5922396051788941
2,CFC,edges,14,15.0,Pz,P4,0.8125860985893236,0.8130472145852912
2,CFC,edges,14,17.0,Pz,O1,0.8049194608562344,0.7201092221640482
2,CFC,edges,15,17.0,P4,O1,0.7955707172909119,0.837531307756989
2,CFC,edges,16,17.0,P8,O1,0.7984085938750625,0.5904452015551895
2,CFC,ns,5,,F4,,0.735400080010792,0.4986046914690917
2,CFC,ns,10,,C4,,0.7650069869896995,0.43183524918523764
2,CFC,ns,14,,Pz,,0.7547807161501163,0.5956984014121784
5,CFC,edges,0,7.0,FP1,T7,0.6973754779063578,1.0791199329011538
5,CFC,edges,0,15.0,FP1,P4,0.7102521235001786,1.3280138967379478
5,CFC,edges,1,7.0,FP2,T7,0.7245404235783228,0.8295394739988521
5,CFC,edges,2,7.0,F7,T7,0.7004467337578495,1.2656554376810434
5,CFC,edges,2,9.0,F7,Cz,0.7215217113410834,1.1123294205985164
5,CFC,edges,2,10.0,F7,C4,0.6909648498798379,0.7587167352696635
5,CFC,edges,2,11.0,F7,T8,0.7104859371197599,0.7668682562551239
5,CFC,edges,2,12.0,F7,P7,0.6543310793371755,1.1422851499559243
5,CFC,edges,2,16.0,F7,P8,0.7010648709784011,1.2412303914967866
5,CFC,edges,2,18.0,F7,O2,0.6748557672726941,0.8422920735811823
5,CFC,edges,4,17.0,Fz,O1,0.7135229055570289,0.7151542976581412
5,CFC,edges,4,18.0,Fz,O2,0.7247781863281179,0.7608336778956606
5,CFC,edges,6,17.0,F8,O1,0.7257218762341845,1.1753908225603422
5,CFC,edges,7,9.0,T7,Cz,0.6954621051613188,1.6115472032486542
5,CFC,edges,7,16.0,T7,P8,0.6912320804433052,0.9549876924157625
5,CFC,edges,8,18.0,C3,O2,0.7235491070751667,0.8253328311515169
5,CFC,edges,9,18.0,Cz,O2,0.7276113232925643,0.7523211643965948
5,CFC,edges,11,17.0,T8,O1,0.7263496640158797,0.7760067028430307
5,CFC,ns,8,,C3,,0.6752356317746098,1.1921909160295736
5,CFC,ns,18,,O2,,0.6625082779677058,0.8669775814398012
9,CFC,edges,0,15.0,FP1,P4,0.7142583511885998,0.9718566866201632
9,CFC,edges,2,11.0,F7,T8,0.7257181125162677,0.9719778889092047
9,CFC,edges,2,12.0,F7,P7,0.6907445557974918,0.9654414171100525
9,CFC,edges,2,16.0,F7,P8,0.6259069473653127,1.2092200338338406
9,CFC,edges,4,11.0,Fz,T8,0.6886174303691783,1.0948536226219276
9,CFC,edges,10,11.0,C4,T8,0.699961106348435,0.966271764808844
9,CFC,edges,11,15.0,T8,P4,0.6642783436324036,1.0671747882457723
9,CFC,edges,11,17.0,T8,O1,0.6911395986323456,1.5772594532662279
9,CFC,edges,16,18.0,P8,O2,0.6211531198295792,1.5560448801712394
9,CFC,ns,0,,FP1,,0.5810928205218581,1.0925044370177326
9,CFC,ns,15,,P4,,0.6284510004571826,0.9288279916214705
21,CFC,edges,0,15.0,FP1,P4,0.5172429408590192,1.1918837314096788
21,CFC,edges,1,11.0,FP2,T8,0.5456320791736333,1.0002201011964653
21,CFC,edges,2,6.0,F7,F8,0.5495212923494504,0.6983353105093077
21,CFC,edges,2,16.0,F7,P8,0.503957060196916,1.235054447626802
21,CFC,edges,2,18.0,F7,O2,0.5199141972724401,1.0292302287294937
21,CFC,edges,3,11.0,F3,T8,0.5267659278443836,1.1085104017044873
21,CFC,edges,3,13.0,F3,P3,0.5284887316657543,0.7046636150424571
21,CFC,edges,4,11.0,Fz,T8,0.5415418351333132,1.1036806045154182
21,CFC,edges,6,14.0,F8,Pz,0.5463315471303145,1.126026100874578
21,CFC,edges,7,17.0,T7,O1,0.547857371466385,0.9168113585740278
21,CFC,edges,9,11.0,Cz,T8,0.5463376447892474,1.0270327564863948
21,CFC,edges,9,16.0,Cz,P8,0.5349393808728129,0.8457721920121412
21,CFC,edges,10,16.0,C4,P8,0.5370889604160907,0.7934437765877392
21,CFC,ns,1,,FP2,,0.33251703018785406,1.1155752754710906
31,CFC,edges,0,18.0,FP1,O2,0.5172951771738246,0.8597285723937164
31,CFC,edges,1,17.0,FP2,O1,0.5587415903939349,1.0346174449311363
31,CFC,edges,2,8.0,F7,C3,0.5147295567037781,0.9097048762099584
31,CFC,edges,2,13.0,F7,P3,0.46228361856612166,0.73260849910458
31,CFC,edges,2,17.0,F7,O1,0.5269913158529502,1.153963274538407
31,CFC,edges,3,7.0,F3,T7,0.5644455944898281,0.9587452192665599
31,CFC,edges,3,14.0,F3,Pz,0.5547355053292478,1.6617463764218474
31,CFC,edges,4,13.0,Fz,P3,0.5378779363060341,1.1576618317675025
31,CFC,edges,4,18.0,Fz,O2,0.5337125650038417,0.9270084337826581
31,CFC,edges,6,13.0,F8,P3,0.5488245363249342,0.7392415404756966
31,CFC,edges,6,18.0,F8,O2,0.5628342569579581,0.9674116752588576
31,CFC,edges,8,10.0,C3,C4,0.558960947949835,1.0268833867847684
31,CFC,edges,8,15.0,C3,P4,0.5494472722077515,1.1837001406131524
31,CFC,edges,10,14.0,C4,Pz,0.5693169395363795,0.7839762607768066
31,CFC,ns,2,,F7,,0.37276520176022165,1.3522991810552962
31,CFC,ns,14,,Pz,,0.41192017641621,0.8747347181588735
31,CFC,ns,15,,P4,,0.40744267408933166,0.8634448956833598
34,CFC,edges,0,8.0,FP1,C3,0.531431388358582,0.8427528801683088
34,CFC,edges,0,11.0,FP1,T8,0.5032681921512863,0.7606489069627083
34,CFC,edges,1,11.0,FP2,T8,0.5302459874910703,0.7969830822281835
34,CFC,edges,1,13.0,FP2,P3,0.5000982266873006,0.7812590076916446
34,CFC,edges,2,6.0,F7,F8,0.5201400913440907,1.326153306256884
34,CFC,edges,2,8.0,F7,C3,0.5127392061975853,1.065717422659313
34,CFC,edges,3,16.0,F3,P8,0.5173391112815795,0.7298092988688636
34,CFC,edges,3,18.0,F3,O2,0.5292237548225577,0.8911689707443486
34,CFC,edges,4,15.0,Fz,P4,0.5076063585555153,0.7105437757889895
34,CFC,edges,5,14.0,F4,Pz,0.5226771476061371,0.7317843560005595
34,CFC,edges,5,18.0,F4,O2,0.5104790535166271,0.9261419305456696
34,CFC,edges,6,16.0,F8,P8,0.5101232700087438,0.9466713647577392
34,CFC,edges,10,16.0,C4,P8,0.500573675588176,0.8628142248211722
34,CFC,edges,12,16.0,P7,P8,0.5192505147552364,0.73500078441503
34,CFC,edges,13,16.0,P3,P8,0.4650045980788467,0.7374270211373731
34,CFC,edges,16,17.0,P8,O1,0.4628669701183594,0.9984255331299815
34,CFC,ns,2,,F7,,0.30049912061045186,0.8393783406671297
34,CFC,ns,13,,P3,,0.3075368928135247,0.7430251825750799
39,CFC,edges,0,17.0,FP1,O1,0.5250009118151099,0.7821800398254783
39,CFC,edges,0,18.0,FP1,O2,0.5020406258208034,0.7376846368677918
39,CFC,edges,1,15.0,FP2,P4,0.509040421145777,1.0003576812292052
39,CFC,edges,1,18.0,FP2,O2,0.472043793647333,0.7171779736680457
39,CFC,edges,2,18.0,F7,O2,0.5264544205322043,1.0378196103321335
39,CFC,edges,4,11.0,Fz,T8,0.5286388031337101,0.7053696717647949
39,CFC,edges,5,8.0,F4,C3,0.492416906493198,0.7202544951074461
39,CFC,edges,5,10.0,F4,C4,0.5090387434919328,0.8108531259181684
39,CFC,edges,6,10.0,F8,C4,0.5219112114324689,0.7246262651832729
39,CFC,edges,8,9.0,C3,Cz,0.5314471740690844,1.1487727646408397
39,CFC,edges,8,11.0,C3,T8,0.5036609054742107,0.9311090079655595
39,CFC,edges,8,15.0,C3,P4,0.515178537375416,0.910879642252179
39,CFC,edges,9,11.0,Cz,T8,0.5299787605828477,0.92532540552685
39,CFC,edges,10,12.0,C4,P7,0.5039129407227008,0.9102033861502692
39,CFC,edges,10,16.0,C4,P8,0.5198005734904487,1.133224890461453
39,CFC,edges,11,14.0,T8,Pz,0.531144495080651,0.8350043606350659
39,CFC,edges,12,16.0,P7,P8,0.5320449037987941,0.7331601213405999
39,CFC,ns,1,,FP2,,0.2971115620033241,0.9309622787861825
39,CFC,ns,11,,T8,,0.3030967080358951,0.9957946212199031
